GANFORT,sol.oft.x 3 ml,Abbvie
GANFORT UD,sol.oft.x 30 ds.x 0.4 ml,Abbvie
ALPHAGAN P,sol.oft.x 5 ml,Abbvie
ALPHAGAN,sol.oft.x 5 ml,Abbvie
COMBIGAN,0.2%/0.5% gts.oft.x 5 ml,Abbvie
OPTIVE ADVANCED,sol.oft.x 10 ml,Abbvie
REFRESH FUSION,sol.oft.x 10 ml,Abbvie
OPTIVE ADVANCED,sol.oft.x 15 ml,Abbvie
REFRESH TEARS,0.5% gts.x 10 ml,Abbvie
REFRESH TEARS,0.5% gts.x 15 ml,Abbvie
REFRESH LIQUIGEL,1% fco.gotero x 15 ml,Abbvie
RESTASIS,viales x 30 unid.x 0.4ml,Abbvie
RELESTAT,sol.oft.x 5 ml,Abbvie
F M L LIQUIFILM,susp.oft.x 10 ml,Abbvie
F M L NEO LIQUIFILM,susp.oft.x 5 ml,Abbvie
ZYMARAN,0.3% sol.oft.x 5 ml,Abbvie
ZYMAXID,fco.gotero x 5 ml,Abbvie
ZYPRED,susp.oft.x 6 ml,Abbvie
OPTIVE,sol.oft.x 10 ml,Abbvie
OPTIVE,sol.oft.x 15 ml,Abbvie
ACULAR LS,sol.oft.x 5 ml,Abbvie
ACULAR,sol.oft.x 5 ml,Abbvie
ACUVAIL,viales unids.x 30 x0.4ml,Abbvie
BETAGAN LIQUIFILM,0.50% sol.x 5 ml,Abbvie
OFLOX,sol.oft.x 5 ml,Abbvie
PREDNEFRIN 0.12%,susp.oft.x 10 ml,Abbvie
PREDNEFRIN FORTE,susp.oft.x 10 ml,Abbvie
TOBRAGAN,0.3% gts.oft.x 5 ml,Abbvie
REGULIP,1 g c·ps.x 60,Adium
REGULIP,1 g c·ps.x 90,Adium
ARIZIC,10 mg comp.rec.x 30,Adium
ARIZIC,15 mg comp.rec.x 30,Adium
ARIZIC,20 mg comp.rec.x 30,Adium
ARIZIC,5 mg comp.rec.x 30,Adium
LIPIFEN,10 mg comp.x 30,Adium
LIPIFEN,20 mg comp.x 30,Adium
LIPIFEN,40 mg comp.x 30,Adium
COLMIBE,10/10 mg comp.x 30,Adium
COLMIBE,20/10 mg comp.x 30,Adium
COLMIBE,40/10 mg comp.x 30,Adium
BUPRIVA,10 mg parche x 1,Adium
BUPRIVA,20 mg parche x 1,Adium
BUPRIVA,5 mg parche x 1,Adium
ODRANAL,150mg comp.lib.prol.x 30,Adium
ODRANAL,150mg comp.lib.prol.x 60,Adium
MITRUL,15 mg c·ps.x 10,Adium
TORGYN,100 mg ov.vag.x 7,Adium
TORGYN,100 mg Ûv.vag.x 3,Adium
TORGYN DUO,c·ps.blandas vag.x 7,Adium
NABRATIN,75 mg comp.rec.x 30,Adium
ASOTREX,c·ps.x 30,Adium
ASOTREX,c·ps.x 60,Adium
ASOTREX,sob.x 30,Adium
FANTER,10 mg comp. x 30,Adium
FAPRIS,100mg comp.rec.lib.prx30,Adium
FAPRIS,50mg comp.rec.lib.pr.x30,Adium
APATRIX 30,c·ps. x 30,Adium
APATRIX 60,c·ps. x 30,Adium
PARACETAMOL FORTE RAFFO,comp.rec.x 15,Adium
PARACETAMOL FORTE RAFFO,comp.rec.x 30,Adium
VEDIPAL,1000 mg comp.x 30,Adium
VEDIPAL,500 mg comp.x 30,Adium
VEDIPAL,500 mg comp.x 60,Adium
REDUPROST DUO,c·ps.duras x 30,Adium
XUMER,120 mg comp.rec.x 7,Adium
XUMER,60 mg comp.rec.x 14,Adium
XUMER,60 mg comp.rec.x 28,Adium
XUMER,90 mg comp.rec.x 14,Adium
XUMER,90 mg comp.rec.x 28,Adium
REDUSTEROL DUO,10/10 mg comp.x 30,Adium
REDUSTEROL DUO,10/20 mg comp.x 30,Adium
REDUSTEROL DUO,10/40 mg comp.x 30,Adium
MUTUM,100 mg comp.x 15,Adium
MUTUM,150 mg comp.x 1,Adium
MUTUM,150 mg comp.x 2,Adium
MUTUM,150 mg comp.x 4,Adium
MUTUM,150 mg comp.x 8,Adium
MUTUM,200 mg comp.x 10,Adium
MUTUM,200 mg comp.x 30,Adium
ULTRANEURAL,100 mg comp.x 30,Adium
ULTRANEURAL,300 mg comp.x 30,Adium
ULTRANEURAL,300 mg comp.x 60,Adium
ULTRANEURAL,600 mg comp.x 30,Adium
GARDOTON,comp.x 30,Adium
GARDOTON,comp.x 60,Adium
ASOTREX GL,sob.x 15,Adium
ASOTREX GL,sob.x 30,Adium
IDENA,150 mg comp.rec.x 1,Adium
IDENA,150 mg comp.rec.x 2,Adium
CLEDIUM,c·ps. x 30,Adium
DUVADILAN,10 mg comp.x 20,Adium
LACOTEM,100 mg comp.rec.x 30,Adium
LACOTEM,150 mg comp.rec.x 30,Adium
LACOTEM,200 mg comp.rec.x 30,Adium
LACOTEM,50 mg comp.rec.x 30,Adium
LEVAXON,1000 mg comp.x 30,Adium
LEVAXON,500 mg comp.x 20,Adium
LEVAXON,500 mg comp.x 60,Adium
UNIFLOX,500 mg comp.rec.ran.x 14,Adium
UNIFLOX,500 mg comp.rec.ran.x 7,Adium
UNIFLOX 750,750 mg comp.rec.x 5,Adium
TRIQUILAR,blist.grag.x 21,Adium
MICROGYNON,blist.grag.x 21,Adium
MICROVLAR,grag.x 21,Adium
FLEXIDOL,15 mg comp.ran.x 10,Adium
FLEXIDOL,15 mg comp.ran.x 20,Adium
FLEXIDOL,15 mg comp.ran.x 30,Adium
FLEXIDOL CB,15 mg c·ps.blandas x 10,Adium
FLEXIDOL CB,15 mg c·ps.blandas x 20,Adium
FLEXIDOL RELAX,comp.ran.x 10,Adium
FLEXIDOL RELAX,comp.ran.x 20,Adium
COMENTER,30 mg comp.x 30,Adium
NABILA,10 mg comp.x 28,Adium
NABILA,2.5 mg comp.x 28,Adium
NABILA,5 mg comp.x 28,Adium
NABILA D,5/12.5 mg comp.rec.x 28,Adium
NIVAS,30 mg comp.rec.x 30,Adium
NIVAS,30 mg comp.rec.x 60,Adium
NIVAS FORTE,60 mg comp.rec.x 30,Adium
NIVAS FORTE,60 mg comp.rec.x 60,Adium
NIVAS PLUS,comp.rec.x 30,Adium
NIVAS PLUS,comp.rec.x 60,Adium
PRIMOLUT NOR,10 mg blÌst.comp.x 20,Adium
PRIMOSISTON,comp.x 30,Adium
DELAK,comp.x 20,Adium
DELAK,comp.x 30,Adium
DELAK,comp.x 60,Adium
PANKREOFLAT AD,comp.rec.x 50,Adium
PANTOP,IV iny.x 1,Adium
PARACETAMOL RAFFO 1 G,comp.ran.x 10,Adium
PREBICTAL,100 mg c·ps.x 28,Adium
PREBICTAL,150 mg c·ps.x 28,Adium
PREBICTAL,25 mg c·ps.x 28,Adium
PREBICTAL,50 mg c·ps.x 28,Adium
PREBICTAL,75 mg c·ps.x 28,Adium
QUETIAZIC,100 mg comp.x 30,Adium
QUETIAZIC,100 mg comp.x 60,Adium
QUETIAZIC,200 mg comp.x 30,Adium
QUETIAZIC,200 mg comp.x 60,Adium
QUETIAZIC XR,200mg comp.acc.prol.x 30,Adium
QUETIAZIC,25 mg comp.x 30,Adium
QUETIAZIC,25 mg comp.x 60,Adium
QUETIAZIC,300 mg comp.x 30,Adium
QUETIAZIC XR,300mg comp.acc.prol.x 30,Adium
QUETIAZIC XR,400mg comp.acc.prol.x 30,Adium
QUETIAZIC XR,50 mg comp.acc.prol.x 30,Adium
DOZIC,0.5 mg comp.ran.x 20,Adium
DOZIC,1 mg comp.ran.x 20,Adium
DOZIC,1 mg comp.ran.x 60,Adium
DOZIC,2 mg comp.ran.x 20,Adium
DOZIC,2 mg comp.ran.x 60,Adium
DOZIC,3 mg comp.ran.x 20,Adium
DOZIC,3 mg comp.ran.x 60,Adium
XAROBAN,10 mg x 10 comp.rec.,Adium
XAROBAN,10 mg x 30 comp.rec.,Adium
XAROBAN,15 mg x 15 comp.rec.,Adium
XAROBAN,15 mg x 30 comp.rec.,Adium
XAROBAN,2.5 mg x 30 comp.rec.,Adium
XAROBAN,2.5 mg x 60 comp.rec,Adium
XAROBAN,20 mg x 15 comp.rec.,Adium
XAROBAN,20 mg x 30 comp.rec.,Adium
REMIZERAL PARCHES,13.3 mg parches x 30,Adium
REMIZERAL PARCHES,4.6 mg parches x 30,Adium
REMIZERAL PARCHES,9.5 mg parches x 30,Adium
DUPERTAN,100 mg comp.rec.x 30,Adium
DUPERTAN,100 mg comp.rec.x 60,Adium
DUPERTAN,200 mg comp.rec.x 60,Adium
DUPERTAN,50 mg comp.rec.x 30,Adium
ATENIX,100 mg comp.ran.x 30,Adium
ATENIX,25 mg comp.ran.x 30,Adium
ATENIX,50 mg comp.ran.x 30,Adium
ATENIX,50 mg comp.ran.x 60,Adium
REDUSTEROL,10 mg comp.x 30,Adium
REDUSTEROL,20 mg comp.x 30,Adium
REDUSTEROL,40 mg comp.x 30,Adium
REDUPROST,0.4 mg c·ps.x 30,Adium
REDUPROST,0.4 mg c·ps.x 60,Adium
LIKANA,250 mg comp.x 14,Adium
LIKANA,250 mg comp.x 28,Adium
TOPICTAL,100 mg comp.rec.x 28,Adium
TOPICTAL,100 mg comp.rec.x 56,Adium
TOPICTAL,25 mg comp.rec.x 28,Adium
TOPICTAL,25 mg comp.rec.x 56,Adium
TOPICTAL,50 mg comp.rec.x 28,Adium
TOPICTAL,50 mg comp.rec.x 56,Adium
ULTRAGESIC GOTAS,100 mg/ml gtas. x 10 ml,Adium
ULTRAGESIC GOTAS,100 mg/ml gtas. x 20 ml,Adium
ULTRAGESIC CB,50 mg c·ps.bl. x 10,Adium
ULTRAGESIC CB,50 mg c·ps.bl. x 20,Adium
ULTRAGESIC CB,50 mg c·ps.bl. x 30,Adium
ULTRAGESIC PLUS,37.5/325 mg comp.x 10,Adium
ULTRAGESIC PLUS,37.5/325 mg comp.x 20,Adium
ULTRAGESIC PLUS,37.5/325 mg comp.x 30,Adium
ALPERTAN,160 mg comp.rec.x 14,Adium
ALPERTAN,160 mg comp.rec.x 28,Adium
ALPERTAN,320 mg comp.rec.x 28,Adium
ALPERTAN,80 mg comp.rec.x 14,Adium
ALPERTAN,80 mg comp.rec.x 28,Adium
NOSTER,10/160 mg comp.x 28,Adium
NOSTER,5/160 mg comp.x 28,Adium
NOSTER,5/320 mg comp.x 28,Adium
NOSTER D,160/12.5/10 mg comp.x 28,Adium
NOSTER D,160/12.5/5 mg comp.x 28,Adium
NOSTER D,320/25/10 mg comp.x 28,Adium
ALPERTAN D,160/12.5 mg comp.rec.x28,Adium
ALPERTAN D,320/12.5 mg comp.rec.x28,Adium
ALPERTAN D,320/25 mg comp.rec.x28,Adium
ALPERTAN D,80/12.5 mg comp.rec.x 28,Adium
VILZER,50 mg comp.x 30,Adium
VILZER,50 mg comp.x 60,Adium
VILZERMET,50/1000 mg comp.x 30,Adium
VILZERMET,50/1000 mg comp.x 60,Adium
VILZERMET,50/500 mg comp.x 30,Adium
VILZERMET,50/500 mg comp.x 60,Adium
VILZERMET,50/850 mg comp.x 30,Adium
VILZERMET,50/850 mg comp.x 60,Adium
DEBLAX,c·ps.bl.x 1,Adium
DEBLAX,c·ps.bl.x 2,Adium
ETEC 1000,c·ps.blandas x 30,Adium
ETEC 1000,c·ps.blandas x 60,Adium
ALCON ATROPINA 1%,1% sol.oft.x 5 ml,Alcon
MIRUS,sol.oft.x 15 ml,Alcon
SYSTANE,drop tainer fco.x 15 ml,Alcon
SYSTANE GEL EN GOTAS,gel oft.en gotas x 10 ml,Alcon
SYSTANE ULTRA,sol.oft.estÈril x 10 ml,Alcon
SYSTANE HIDRATACION SP,sol.oft.estÈril x 10 ml,Alcon
ANESTALCON,fco.x 15 ml,Alcon
SYSTANE BALANCE,sol.oft.estÈril x 10 ml,Alcon
SYSTANE COMPLETE,sol.oft.x 10 ml,Alcon
SYSTANE COMPLETE SP,sol.oft.x 10 ml,Alcon
ALCON MYDRIL,1% sol.oft.x 5 ml,Alcon
SINAC,0.3% gel x 30 g,Andrømaco
MACRIL,cr.x 20 g,Andrømaco
BETASALIC,loc.x 40 ml,Andrømaco
BETASALIC,ung.x 15 g,Andrømaco
TALASA NF,jbe.x 120 ml,Andrømaco
SALAC,cr.x 20 g,Andrømaco
SALAC,cr.x 30 g,Andrømaco
SALAC,loc.x 40 ml,Andrømaco
SALAC,shamp.x 140 ml,Andrømaco
SALAC,ung.x 20 g,Andrømaco
FLUPEC,150 mg comp.x 2,Andrømaco
FLUPEC,150 mg comp.x 4,Andrømaco
FLUPEC,150 mg comp.x 8,Andrømaco
ACIFUSIN,cr.x 15 g,Andrømaco
ACIFUSIN B,cr.x 15 g,Andrømaco
DEMACORT,cr.x 15 g,Andrømaco
HIPOGLOS CON HIDROCORTISONA,pda.x 15 g,Andrømaco
FITONAL,comp.x 20,Andrømaco
FITONAL,cr.x 30 g,Andrømaco
LEVOMINE,5 mg comp.x 10,Andrømaco
LEVOMINE,5 mg comp.x 30,Andrømaco
MEBUTAR 200,comp.x 6,Andrømaco
MEBUTAR 200,susp.x 30 ml,Andrømaco
MEBUTAR COMPUESTO,comp.rec.x 6,Andrømaco
MEBUTAR COMPUESTO,pvo.susp.oral x 18 g,Andrømaco
DERALBINE,cr.x 40 g,Andrømaco
DERALBINE,loc.x 40 ml,Andrømaco
DERALBINE,pvo.en spray x 90 g,Andrømaco
DERALBINE,pvo.x 40 g,Andrømaco
NAPRUX,250 mg comp.x 20,Andrømaco
NAPRUX,250 mg comp.x 50,Andrømaco
NAPRUX,500 mg comp.x 20,Andrømaco
NAPRUX,500 mg comp.x 50,Andrømaco
NAPRUX RAPID,550 mg comp.rec.ran.x 10,Andrømaco
NAPRUX RAPID,550 mg comp.rec.ran.x 20,Andrømaco
NAPRUX DISTEN,comp.x 10,Andrømaco
NAPRUX DISTEN,comp.x 30,Andrømaco
ACNOXIN,loc.x 140 ml,Andrømaco
ACNOXIN,spray x 140 ml,Andrømaco
ACIFUSIN,ung.x 15 g,Andrømaco
HIDROSAM T,0.025% env.x 20 g,Andrømaco
HIDROSAM T,0.050% env.x 20 g,Andrømaco
HIDROSAM T,0.100% env.x 20 g,Andrømaco
HIPOGLOS,pda.x 100 g,Andrømaco
HIPOGLOS,pda.x 50 g,Andrømaco
HIPOGLOS CICATRIZANTE,pvo.x 40 g,Andrømaco
SILIDRAL 70,70 mg comp.x 4,Ariston
MARVIL,70 mg comp.x 4,Ariston
ALLOPURINOL HOUDE,300 mg comp.x 30,Ariston
ARTREX RETARD,c·ps.x 20,Ariston
ARTREX RETARD,c·ps.x 40,Ariston
LACORENE,fco.x 200 ml c/dosif.,Ariston
ARISDAR,10 mg comp.x 30,Ariston
ARISDAR,15 mg comp.x 30,Ariston
ARISDAR,5 mg comp.x 30,Ariston
BACLOX,10 mg comp.x 60,Ariston
BACLOX,25 mg comp.x 30,Ariston
HELIPHENICOL,susp.x 120 ml,Ariston
BUTIMERIN,pvo.x 20 g,Ariston
ROYEN,500 mg c·ps.x 120,Ariston
CALCIONAL,naranja comp.x 60,Ariston
CALCIONAL CITRATO,500 mg nja.comp.mast.x30,Ariston
CALCIONAL CITRATO,500 mg nja.comp.mast.x60,Ariston
CALCIONAL D3,comp.x 30,Ariston
CALCIONAL D3 400,comp.x 30,Ariston
CALCIONAL D3,comp.x 60,Ariston
CALCIONAL D3 400,comp.x 60,Ariston
CASTA—A DE INDIA S.C.,comp.rec.x 30,Ariston
CASTA—A DE INDIA S.C.,sol.x 30 ml,Ariston
FLORAXINA,gts.oft.x 5 ml,Ariston
CLOMISAL DIVIDOSIS,comp.ran.divids.x 20,Ariston
CLOMISAL DIVIDOSIS,comp.ran.divids.x 30,Ariston
COLCHICINA HOUDE,comp.x 20,Ariston
COLCHICINA HOUDE,comp.x 60,Ariston
OSTATAC DUO,sob.x 30,Ariston
DEXATOTAL,4 mg comp.ran.x 10,Ariston
DEXATOTAL,4 mg comp.ran.x 20,Ariston
DEXATOTAL,8 mg comp.ran.x 10,Ariston
DEXATOTAL,8 mg comp.ran.x 20,Ariston
DEXATOTAL,8 mg comp.ran.x 30,Ariston
NEOSONA 100,gts.oft.x 10 ml,Ariston
NEOSONA 5,gts.oft.x 10 ml,Ariston
ARIGASTRIL 60,c·ps.x 15,Ariston
ARIGASTRIL 30,c·ps.x 15,Ariston
ARIGASTRIL 30,c·ps.x 30,Ariston
ARIGASTRIL 60,c·ps.x 30,Ariston
NATURA FENAC,gts.oft.x 5 ml,Ariston
DUERIX,30mg c·ps.lib.mod.x 14,Ariston
DUERIX,60mg c·ps.lib.mod.x28,Ariston
VENOSTASIN,gel x 50 g,Ariston
EX3,10 mg comp.x 30,Ariston
EX3,20 mg comp.x 30,Ariston
FEBUXTAT,80 mg comp.ran.x 30,Ariston
ALZATEN DISGRELENT,grag.x 20,Ariston
ALZATEN,gts.x 20 ml,Ariston
ALEPSAL,comp.x 20,Ariston
ALEPSAL,comp.x 60,Ariston
Q-PROST,5 mg comp.x 30,Ariston
ARAPENTIN,100 mg c·ps.x 30,Ariston
ARAPENTIN,300 mg c·ps.x 30,Ariston
ARAPENTIN,600 mg comp.x 30,Ariston
OSTATAC,1500 mg sob.x 20,Ariston
IURONICO BIOTIC,cr.x 30 g,Ariston
IURONICODERM,cr.x 30 g,Ariston
IURONICODERM,cr.x 90 g,Ariston
HYDRAPRES,50 mg comp.x 30,Ariston
NATURA LAGRIMAS,gts.oft.x 15 ml,Ariston
TENVIC,comp.rec.x 20,Ariston
TENVIC,comp.rec.x 30,Ariston
SILIDRAL UNO,150 mg comp.x 1,Ariston
ADROMUX,150 mg comp.x 1,Ariston
ADROMUX,150 mg comp.x 3,Ariston
LACOMAX,100 mg comp.x 30,Ariston
LACOMAX,200 mg comp.x 30,Ariston
LACOMAX,50 mg comp.x 30,Ariston
LEFLUNOMIDA SC,20 mg comp.rec.x 30,Ariston
CEGLUTION XR,comp.x 30,Ariston
CEGLUTION XR,comp.x 60,Ariston
CEGLUTION 300,tab.x 20,Ariston
CEGLUTION 300,tab.x 50,Ariston
CEGLUTION 300,tab.x 90,Ariston
TONIBRAL,10 mg comp.rec.ran.x 30,Ariston
TONIBRAL XR,14 mg c·ps.x 30,Ariston
TONIBRAL 20,20 mg comp.rec.ran.x 30,Ariston
TONIBRAL XR,28 mg c·ps.x 30,Ariston
5XR 500,500 mg comp.x 100,Ariston
5XR 500,500 mg comp.x 50,Ariston
TETRAZIC,30 mg comp.x 30,Ariston
VISPER,200 mg comp.x 15,Ariston
VISPER,200 mg comp.x 30,Ariston
NALCOTREX,50 mg comp.x 30,Ariston
BROMOTIL,40 mg comp.x 20,Ariston
BROMOTIL,40 mg comp.x 60,Ariston
OPTIPAR,20 mg comp.rec.x 30,Ariston
PREBIEN 150 DIVIDOSIS,150 mg comp.birran.x 30,Ariston
PREBIEN,150 mg c·ps.x 28,Ariston
PREBIEN 75 DIVIDOSIS,75 mg comp.birran.x 30,Ariston
PREBIEN,75 mg c·ps.x 28,Ariston
RIFAXTRIL,200 mg comp.x 20,Ariston
RIFAXTRIL,200 mg comp.x 40,Ariston
RIFAXTRIL,550 mg comp.x 10,Ariston
RIFAXTRIL,550 mg comp.x 30,Ariston
RIFAXTRIL,550 mg comp.x 60,Ariston
UROPROST-Q,0.4 mg c·ps.x 30,Ariston
UROPROST-Q,0.4 mg c·ps.x 60,Ariston
AT 600,600 mg comp.rec.x 30,Ariston
ANA-Q,50 mg comp.x 30,Ariston
CUAIT TRIFLUOPERAZINA,10 mg comp.x 30,Ariston
TUBARINE 1000,comp.x 30,Ariston
TUBARINE GEL,pomo x 50 g,Ariston
AUDECOL,150 mg comp.x 20,Ariston
URSOMAX,300 mg comp.rec.x 30,Ariston
URSOMAX,300 mg comp.rec.x 60,Ariston
AUDECOL,300 mg comp.x 20,Ariston
AUDECOL,300 mg comp.x 50,Ariston
QUILAREX XR,150 mg comp.x 28,Ariston
QUILAREX XR,75 mg comp.x 28,Ariston
QUILAREX,75 mg comp.x 30,Ariston
EPITELIOL C,comp.x 20,Ariston
EPITELIOL C,comp.x 40,Ariston
STEROGYL,f.a.beb.x 2 ml,Ariston
STEROGYL 400,sol.oral x 10 ml,Ariston
STEROGYL 1000,sol.oral x 4 ml,Ariston
CIRCUVIT,2 mg comp.x 20,Ariston
CIRCUVIT,2 mg comp.x 50,Ariston
CIRCUVIT,5 mg comp.x 20,Ariston
CIRCUVIT,5 mg comp.x 50,Ariston
SUMENAN,10 mg comp.x 30,Ariston
TRACRIUM,50 mg iny.a.x 1 x 5 ml,Aspen Argentina
FRAXIPARINE,jga.prell.x 10 - 0.3 ml,Aspen Argentina
FRAXIPARINE,jga.prell.x 10 - 0.4 ml,Aspen Argentina
FRAXIPARINE,jga.prell.x 10 - 0.6 ml,Aspen Argentina
FRAXIPARINE,jga.prell.x 10 - 0.8 ml,Aspen Argentina
XANAX,0.50 mg comp.x 30,Aspen Pharma
XANAX,0.50 mg comp.x 60,Aspen Pharma
XANAX,1 mg comp.x 30,Aspen Pharma
XANAX,1 mg comp.x 60,Aspen Pharma
AMLOC ODT,10 mg comp.x 30,Aspen Pharma
AMLOC,10 mg tab.x 20,Aspen Pharma
AMLOC,10 mg tab.x 30,Aspen Pharma
AMLOC,10 mg tab.x 60,Aspen Pharma
AMLOC ODT,5 mg comp.x 30,Aspen Pharma
AMLOC,5 mg tab.x 20,Aspen Pharma
AMLOC,5 mg tab.x 30,Aspen Pharma
AMLOC,5 mg tab.x 60,Aspen Pharma
LIPITOR,10 mg comp.x 30,Aspen Pharma
LIPITOR,10 mg comp.x 60,Aspen Pharma
LIPITOR,20 mg comp.x 30,Aspen Pharma
LIPITOR,20 mg comp.x 60,Aspen Pharma
LIPITOR,40 mg comp.x 30,Aspen Pharma
LIPITOR,80 mg comp.x 30,Aspen Pharma
CELEBREX,200 mg c·ps.x 20,Aspen Pharma
CARDURA,2 mg tab.x 30,Aspen Pharma
CARDURA,4 mg tab.x 30,Aspen Pharma
INSPRA 50 MG,comp.x 30,Aspen Pharma
ALDACTONE EP 25 MG,comp.x 30,Aspen Pharma
ORGESTRIOL,cr.vag.x 15 g c/aplic.,Aspen Pharma
ORGESTRIOL,Ûv.x 10,Aspen Pharma
NEURONTIN,100 mg c·ps.x 90,Aspen Pharma
NEURONTIN,300 mg c·ps.x 30,Aspen Pharma
NEURONTIN,300 mg c·ps.x 60,Aspen Pharma
NEURONTIN,400 mg c·ps.x 60,Aspen Pharma
NEURONTIN,600 mg comp.rec.x 30,Aspen Pharma
XALATAN,gts.oft.x 2.5 ml,Aspen Pharma
XALACOM,gts.oft.x 2.5 ml,Aspen Pharma
ALDOMET,250 mg comp.rec.x 30,Aspen Pharma
ALDOMET,500 mg comp.rec.x 30,Aspen Pharma
DECA-DURABOLIN,50 mg iny.a.x 1 x 1 ml,Aspen Pharma
LYRICA,150 mg c·ps.x 30,Aspen Pharma
LYRICA,25 mg c·ps.x 30,Aspen Pharma
LYRICA,25 mg c·ps.x 60,Aspen Pharma
LYRICA,300 mg c·ps.x 30,Aspen Pharma
LYRICA,50 mg c·ps.x 30,Aspen Pharma
LYRICA,75 mg c·ps.x 15,Aspen Pharma
LYRICA,75 mg c·ps.x 30,Aspen Pharma
LYRICA,75 mg c·ps.x 60,Aspen Pharma
ZOLOFT,100 mg tab.x 30,Aspen Pharma
ZOLOFT,50 mg tab.ran.x 30,Aspen Pharma
VIAGRA,50 mg comp.x 10,Aspen Pharma
VIAGRA,50 mg comp.x 2,Aspen Pharma
VIAGRA,50 mg comp.x 20,Aspen Pharma
AGRASTAT,0.25 mg/ml vial x 50 ml,Aspen Pharma
DETRUSITOL,2 mg comp.x 28,Aspen Pharma
DETRUSITOL,2 mg comp.x 56,Aspen Pharma
EFEXOR XR,150 mg c·ps.lib.prol.x28,Aspen Pharma
EFEXOR XR,37.5 mg c·ps.lib.prol.x7,Aspen Pharma
EFEXOR XR,75 mg c·ps.lib.prol.x 14,Aspen Pharma
EFEXOR XR,75 mg c·ps.lib.prol.x 28,Aspen Pharma
ZELDOX,20 mg c·ps.x 30,Aspen Pharma
ZELDOX,40 mg c·ps.x 30,Aspen Pharma
ZELDOX,60 mg c·ps.x 30,Aspen Pharma
ZELDOX,80 mg c·ps.x 30,Aspen Pharma
PRENORMINE,50 mg comp.x 56,AstraZeneca
PRENORETIC,100 mg comp.x 28,AstraZeneca
PRENORETIC,100 mg comp.x 56,AstraZeneca
PRENORETIC,50 mg comp.x 56,AstraZeneca
BREZTRI AEROSPHERE,aerosol x 120 dosis,AstraZeneca
SPIROCORT TURBUHALER,100 mcg env.x 200 dosis,AstraZeneca
SPIROCORT TURBUHALER,200 mcg env.x 200 dosis,AstraZeneca
SPIROCORT TURBUHALER,400 mcg env.x 200 dosis,AstraZeneca
SYMBICORT TURBUHALER,160/4.5 mcg dosis x 120,AstraZeneca
SYMBICORT TURBUHALER,160/4.5 mcg dosis x 60,AstraZeneca
FREVIA,160/4.5 mcg x 120 dosis,AstraZeneca
SYMBICORT-FORTE TURBUHALER,320/9 mcg dosis x 60,AstraZeneca
SYMBICORT-M TURBUHALER,80/4.5 mcg dosis x 120,AstraZeneca
FREVIA,80/4.5 mcg x 120 dosis,AstraZeneca
